1 NAME|2 ROOM|3 IP|4 OS|5 OS version|6 CATEGORY|7 OWNER|8 AUTHORITY|9 BARCODE|10 DESCRIPTION|11 SPARE1|12 SERIAL NUMBER|13 HOSTID|14 HOST STATUS|15 INVENTORY STATUS|16 FIREWALL|17 TRUSTLEVEL|18 RACKINFO|19 POWER UP|20 SUPPORT TEAM|21 UUID|22 COMMENTS
chinook|CSC329|129.128.23.85|Linux|Red Hat 7.1 (Seawolf)|cluster||jonathan|438787|AMD/1.5GD-2048||ACS03085||CLEAN|active|OK||B|5|SRIT|63ba4802-fc2f-4362-9f5d-bcc14a32e297|Steve will handle
chiplk|nojack|129.128.28.250|Linux|openSUSE 13.1|alias|dept|tst||||||CLEAN|retired||T||5||30f5879b-dd8c-4882-853b-1d5997fa90d7|chiplk interface on nojack now on IST VLAN to serve files to CS Windows machines
chipman||129.128.25.119||||||||||||retired||||5||13458dbe-999a-4552-b230-f87239da6d4f|
chirp|CSC301|129.128.25.37|Linux|Ubuntu 14|regular||jag||Dual/4096||||CLEAN|active|OK|||5||5f62fb2c-0efe-4f40-ace0-5d6b77dc92a1|
chisholm||129.128.23.82||||||||||||retired||||5||3e38d3c3-2477-47fb-be6f-776ff6cedcf0|
cims-bw|CSC351|129.128.25.93|||printer|cs351|mpolak,zhang||HP LJ Pro 400 M401dne||PHGFD37605||CLEAN|active||||5||c05a5285-83e3-4743-b0b3-953a90b81d6b|Printer
cline28|cline|129.128.28.248|Linux|Slackware 12.2.0|alias|dept|tst||||||CLEAN|retired||||5|SA1|0158607a-1ea7-4195-8e20-b506db94d13a|
cline|GSB175|129.128.21.10|Linux|Slackware 12.2.0|regular|dept|tst|543323|Opteron/2350-4096||SM42230||CLEAN|active|||F17|5|SA1|4ad80218-fd0e-4e2b-8333-f623181f7c1b|TST managed server
clive||129.128.25.148||||||||||||retired||||5||c30f090a-e3d9-48f2-93da-ff0fe77490bb|
cmpt497-nat||129.128.41.251|||regular||tst||||||NA|retired||||5||de88d0d5-dab6-44a6-aa85-4cc5596a29d6|no machine in room, wiped, off
coldlake|CSC251A|129.128.184.54|||unknown|steve|paullu||||||NOP|active||||5||43547753-960f-401c-80f6-6c4901c72205|
coleco|ATH338|129.128.23.137|||unknown|bulitko|bulitko||PlayStation 3||||NOP|active||||5||201d7549-39f9-4533-beb3-b3c8eb40a5ef|
cons3|CSC329|129.128.25.238|Linux|WPS Ubuntu 16.04|regular|dept|tst|549763|Dell OptiPlex 990||696TPC1||CLEAN|active||T||5|SA1|2d7c0fd8-33b0-4e9c-a3bf-68d76269e3e5|standalone, no nis, no nfs
console|GSB175|129.128.21.15|Linux|RHEL Server 5.11|regular|dept|tst|510095|Dell PE 2950(2)||H1LYYC1||CLEAN|active||T|F17|5|SA1|99d35be8-9ada-43ed-ade5-3da5cf653498|RHN# 1018085679
consort|GSB175|129.128.243.69|Linux|Slackware 12.2.0|regular|dept|tst|510056|Dell PE 2950||GK491C1||CLEAN|active|||F17|5|WPS|088234cb-d1c9-4ef8-81fd-a5ed80c8457a|web server for c391
coronado|CSC327|129.128.25.115|Windows|10|regular||dwishart||Dell Vostro 460 i5-2400@3.1GHz-8192||8DN4DP1||CLEAN|active||||5||31114a2a-4d73-4c1f-a8d9-9853c3744113|
coronation|ECHA|129.128.21.239|Linux|WPS Ubuntu 16.04|regular|dept|tst|no-tag|Dell R7425||BXLG1T2||CLEAN|active|||P3R3|5|SA1|d96659f8-418e-4ff7-bbb3-28b4d7a11f69|TST managed server
crescer|ATH437|129.128.184.27|||wildwest||stroulia||Dell OptiPlex 360||J9WN5J1||NOP|active||||5||7994a79a-c460-4e16-91db-3a718ca9b37f|Do not reinstall if it stays on the wildwest - OTRS 103913
crestomere||129.128.25.114||||||||||||retired||||5||fa49b904-64b8-4ea8-a7c6-09d2376b944d|RHN# 1017917148
cross-lake|GSB175|129.128.243.169|Linux|CentOS 6|regular|hoehn|joerg,steve|586892|Rackform iServ R485,Storform D55J.v2||SM68390||CLEAN|active|||F18|5||c5137b66-de94-4672-afc9-587ecea42b60|
cs147ptr|CSC147|129.128.25.110|||printer|cs147|wfb|543286|HP P3005dn||SCNG1X09522||CLEAN|active||||5||327a0c9a-b186-49e3-9ff2-d0f24ae02e3a|Printer
cs259ptr||129.128.23.125||||||||||||retired||||5||c8406e10-e164-4d04-8670-c0d0607f00be|
cs353ptr|CSC353|129.128.25.165|||printer|jag?|jag||Dell-1720dn||4F4F8D1||CLEAN|active||||5||f5023704-77e8-4ba8-8601-7d486c79e0eb|Printer
cs363ptr|CSC363|129.128.184.52|||printer||wfb||HP LJ2055dn||CNB9085905||CLEAN|active||||5||6c96bc22-21dc-49c9-8123-c2a35e8ecdea|AMMI printer on Wild West
csc105-w01|CSC105|129.128.235.151|Windows|7|regular|dept|tst||Dell OptiPlex 755||33JQXF1||CLEAN|retired||||5|WPS|3737cbe7-8a10-4ffb-9cdb-e38d39927c1b|UGrad
csc105-w02|CSC105|129.128.235.152|Windows|7|regular|dept|tst||Dell OptiPlex 755||34JQXF1||CLEAN|retired||||5|WPS|a77e34ec-5d2f-44fb-b88d-0b2ca9a4f404|UGrad
csc105-w03|CSC105|129.128.235.153|Windows|7|regular|dept|tst||Dell OptiPlex 755||HCKQXF1||CLEAN|retired||||5|WPS|bb5c9939-f467-4021-8e9a-0625ada0674e|UGrad
csc105-w04|CSC105|129.128.235.154|Windows|7|regular|dept|tst||Dell OptiPlex 755||2CKQXF1||CLEAN|retired||||5|WPS|f8ce6f2e-6ed1-41c7-b6fc-1fc39fce82ca|UGrad
csc105-w05|CSC105|129.128.235.155|Windows|7|regular|dept|tst||Dell OptiPlex 755||BDKQXF1||CLEAN|retired||||5|WPS|ef9d047e-e57a-4113-9b5f-a9573b1acb91|UGrad
csc105-w06|CSC105|129.128.235.156|Windows|7|regular|dept|tst||Dell OptiPlex 755||76JQXF1||CLEAN|retired||||5|WPS|f1b1ef65-cbfc-449e-a220-3394df3d413f|UGrad
csc105-w07|CSC105|129.128.235.157|Windows|7|regular|dept|tst||Dell OptiPlex 755||4DKQXF1||CLEAN|retired||||5|WPS|b0507786-b126-4456-b20b-61e1e3ec8531|UGrad
csc105-w08|CSC105|129.128.235.158|Windows|7|regular|dept|tst||Dell OptiPlex 755||95JQXF1||CLEAN|retired||||5|WPS|b3034159-b908-42fd-bbc0-aa0f6b2afc52|UGrad
csc105-w09|CSC105|129.128.235.159|Windows|7|regular|dept|tst||Dell OptiPlex 755||G3JQXF1||CLEAN|retired||||5|WPS|3eedfcc9-690c-4e4e-bac3-c62254bfef5c|UGrad
csc105-w10|CSC105|129.128.235.160|Windows|7|regular|dept|tst||Dell OptiPlex 755||F4JQXF1||CLEAN|retired||||5|WPS|29abad29-b966-441f-99e0-b052d6523139|UGrad
csc105-w11|CSC105|129.128.235.161|Windows|7|regular|dept|tst||Dell OptiPlex 755||55JQXF1||CLEAN|retired||||5|WPS|403d1755-9f2a-4192-8166-da93e4a3c534|UGrad
csc105-w12|CSC105|129.128.235.99|Windows|7|regular|dept|tst||Dell OptiPlex 755||GCKQXF1||CLEAN|retired||||5|WPS|bd7f923b-20d3-4d52-8029-f78594734434|UGrad
csc105-w13|CSC105|129.128.235.163|Windows|7|regular|dept|tst||Dell OptiPlex 755||F5JQXF1||CLEAN|retired||||5|WPS|71f33f1f-80ed-4957-88bd-84d6165a0d90|UGrad
csc105-w14|CSC105|129.128.235.164|Windows|7|regular|dept|tst||Dell OptiPlex 755||FCKQXF1||CLEAN|retired||||5|WPS|110ccbdd-2b78-46fc-823a-ff4c64d7e95e|UGrad
csc105-w15|CSC105|129.128.235.165|Windows|7|regular|dept|tst||Dell OptiPlex 755||HDKQXF1||CLEAN|retired||||5|WPS|78f9ce45-a459-4f6d-a0c8-cbfe9a362554|UGrad
csc105-w16|CSC105|129.128.235.98|Windows|7|regular|dept|tst||Dell OptiPlex 755||FDKQXF1||CLEAN|retired||||5|WPS|815ae3b4-ece7-4bc0-90f0-bb3e776a34d2|UGrad
csc105-w17|CSC105|129.128.235.167|Windows|7|regular|dept|tst||Dell OptiPlex 755||46JQXF1||CLEAN|retired||||5|WPS|10dfd073-45bd-4d8f-b008-7cb1d0d57a8d|UGrad
csc105-w18|CSC105|129.128.235.168|Windows|7|regular|dept|tst||Dell OptiPlex 755||5CKQXF1||CLEAN|retired||||5|WPS|f13fc577-3c49-49b4-bfcc-60b09b334012|UGrad
csc105-w19|CSC105|129.128.235.169|Windows|7|regular|dept|tst||Dell OptiPlex 755||5DKQXF1||CLEAN|retired||||5|WPS|d4e3d0f9-9d7e-4572-8e07-b2c6455786ec|UGrad
csc105-w20|CSC105|129.128.235.170|Windows|7|regular|dept|tst||Dell OptiPlex 755||CDKQXF1||CLEAN|retired||||5|WPS|1dac8aa9-6d3d-4394-86a0-a9898e828e19|UGrad
csc105-w21|CSC105|129.128.235.171|Windows|7|regular|dept|tst||Dell OptiPlex 755||54JQXF1||CLEAN|retired||||5|WPS|4be6f97d-c937-4c85-8e63-ec9ea1c967c6|UGrad
csc105-w22|CSC105|129.128.235.172|Windows|7|regular|dept|tst||Dell OptiPlex 755||94JQXF1||CLEAN|retired||||5|WPS|658c02f1-481a-4c53-a9b4-a587b8abc78e|UGrad
csc167-in1|CSC167|129.128.235.150|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYQ||CLEAN|active||||5|WPS|597d3376-2189-45cb-857c-0c576838af62|UGrad
csc167-w01|CSC167|129.128.235.130|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMY5||CLEAN|active||||5|WPS|9be4efc5-87d5-45ad-8873-7980f7b59f5f|UGrad
csc167-w02|CSC167|129.128.235.131|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMY1||CLEAN|active||||5|WPS|e6cce728-95ad-48e9-9ed2-889b5bab7d75|UGrad
csc167-w03|CSC167|129.128.235.132|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMY6||CLEAN|active||||5|WPS|d4a31a6e-56bc-4fd5-b3dc-e44dc7f572c8|UGrad
csc167-w04|CSC167|129.128.235.133|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMXZ||CLEAN|active||||5|WPS|f256b722-f740-40a8-af49-ee380f8b934a|UGrad
csc167-w05|CSC167|129.128.235.134|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMY0||CLEAN|active||||5|WPS|5d9cc882-e6bf-4c26-bbb5-373c56ec908d|UGrad
csc167-w06|CSC167|129.128.235.135|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZG||CLEAN|active||||5|WPS|a7e8c4e4-bbd4-4be0-9bf2-46d33995fdc6|UGrad
csc167-w07|CSC167|129.128.235.136|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZ6||CLEAN|active||||5|WPS|0d49c1a3-108c-4e9a-9f4f-7f67b022b198|UGrad
csc167-w08|CSC167|129.128.235.137|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZK||CLEAN|active||||5|WPS|697d443c-c3b6-4e53-b6c4-fef896e5d27d|UGrad
csc167-w09|CSC167|129.128.235.138|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYN||CLEAN|active||||5|WPS|8aaafa83-fce5-4516-bd17-8d197000cbf4|UGrad
csc167-w10|CSC167|129.128.235.139|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMY2||CLEAN|active||||5|WPS|4df064d8-0cb2-48d7-a251-1a6ae9931d12|UGrad
csc167-w11|CSC167|129.128.235.140|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZF||CLEAN|active||||5|WPS|83e5f1e8-34b0-47ef-8c4d-b7bfa4f00809|UGrad
csc167-w12|CSC167|129.128.235.141|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZ5||CLEAN|active||||5|WPS|03cb162d-4efd-48a8-92e3-bcea4e750e1f|UGrad
csc167-w13|CSC167|129.128.235.142|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZH||CLEAN|active||||5|WPS|98309cbf-4228-41a3-81aa-fd8a5f953698|UGrad
csc167-w14|CSC167|129.128.235.143|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZJ||CLEAN|active||||5|WPS|977dc971-519c-4e55-8dd8-94169f1cccae|UGrad
csc167-w15|CSC167|129.128.235.144|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYR||CLEAN|active||||5|WPS|04722089-268a-48d0-8c19-ab63d7a01e64|UGrad
csc167-w16|CSC167|129.128.235.145|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYK||CLEAN|active||||5|WPS|0b9277bc-89f7-453f-903e-72bb375af93a|UGrad
csc167-w17|CSC167|129.128.235.146|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZ0||CLEAN|active||||5|WPS|7452df35-a2a2-4049-8be0-61cb4e505807|UGrad
csc167-w18|CSC167|129.128.235.147|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYJ||CLEAN|active||||5|WPS|53c76103-69d2-4b45-957a-d8a57bdbe19d|UGrad
csc167-w19|CSC167|129.128.235.148|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMYG||CLEAN|active||||5|WPS|cb144533-c172-4ecb-9c2d-82ba1df27e0d|UGrad
csc167-w20|CSC167|129.128.235.149|Windows|8.1|regular|dept|tst||Lenovo ThinkCentre M93p||MG00FMZD||CLEAN|active||||5|WPS|8ef0a678-37b8-46c1-925a-ba3f4040871c|UGrad
csc228-cpy|CSC228|129.128.23.64|||printer|cs228-cpy|tst||Xerox WorkCentre 5755||XEH767329||CLEAN|active||||5||1f03d11f-f4aa-4335-9027-bb950e803560|Printer
csmrit-imac|ATH218|129.128.159.252|MacOS|10.8|regular|dept|dept|586222|iMac 21.5 A1418||C02JXPNLDNCR||CLEAN|active|OK|||5||7fb84a3b-d11e-44c0-9898-f37087f604ec|
csora-app|IST VM|129.128.21.37|Linux|CentOS 7.3|virtual||AppHosting|NA|VM||||CLEAN|active||||5|SA1|43d32216-9f77-4704-8fc0-f42fb1a48ad1|
csora-db1|IST VM|129.128.21.36|Linux|RHEL Server 7.4|virtual||AppHosting|NA|VM||||CLEAN|active||||5|SA1|c25bae3f-b234-4662-ad82-6c5a1443649c|RHN# ?
csora-tst|IST VM|129.128.21.38|Linux|RHEL Server 7.4|virtual||AppHosting|NA|VM||||CLEAN|active||||5|SA1|731f07e2-49d9-4ca2-ba75-7af8f9fa4569|RHN# ?
cs-537152|ATH315||MacOS|10.10|laptop|balaski|balaski|537152|MacBook, Core 2 Duo @ 2.4 GHz, 4 GB RAM, 250 GB HDD||W8915BJC8QT||CLEAN|active|OK|||5||a6a53455-212d-4b1c-90ab-a653aa9c0197|Encryption key on Secret Server. Munki installed.
cs-549679|ATH354||Windows|10 Education|laptop|you|you|549679|Dell XPS 14Z, Core i5-2430M, 6 GB, 320 GB||CFJS5R1||CLEAN|active|OK|||5||1a5d26a5-200b-47b9-81ab-10e3f49d6f52|On UWS
cs-549828|CSC327||MacOS|10.12|laptop|dwishart|aguo|549828|Core i7 @ 2.3 GHz, 4 GB DDR3 1600 MHz, 500 GB HDD||C02HL2X2DV33||CLEAN|active|OK|||5||e120d9fd-3fa1-4c29-814f-958a07cc44e2|On UWS. Encryption key on Secret Server. Munki Installed.
cs-586240|ATH354||Windows|10 Edu|laptop|you|you|586240|Core i5 4200U @ 1.6 GHz, 6 GB, 500 GB||DCN0CX019464499||CLEAN|active|OK|||5||50d19c46-560a-489c-b29c-17a6fdf83363|On UWS
cs-717284|ATH451||MacOS||laptop|denilson|denilson|717284|Core i5 @ 3.1 GHz, 16 GB RAM, 512 GB SSD||C02VV076JJ3F||CLEAN|active|OK|||5||6ef6eb2d-82ac-437b-b2a2-ae86c61619b5|Purchased February 27, 2018 on speed code CS567.
cs-722629|ATH359||Windows|10 Education|laptop|greiner|greiner|722629|ThinkPad X280, Core i5-7200U, 8 GB RAM, 500 GB SSD||PC-0YPJYV||CLEAN|active|OK|||5||64be05c1-7c80-4b74-887a-7b963c49d353|On UWS.
cups|IST VM|129.128.21.81|Linux|Ubuntu 16.04|virtual||SA1|NA|VM||||CLEAN|active||||5|SA1|b667ff6b-e86a-4cc0-8d26-38077aeb0fa5|
cupsr-4|CSC231|129.128.4.210|Linux|Ubuntu 16.04|regular|dept|tst|549749|PowerEdge R310||899GJS1||NOP|spare||||5|SA1|ae96ab37-5c97-42d3-a0a6-911af8d09ea8|TST managed server - used to be miquelon
cybera-airport-2-59c|CSC259c|129.128.184.94|||regular||cybera||||||NOP|active||||5||4c1d7710-db0d-4129-b337-0fb8d6214e55|
cybera-airport-3-43|CSC343|129.128.184.93|||regular||cybera||||||NOP|active||||5||bc24b4d9-5b1f-4e33-901c-7e9dd23211db|
cyberdyne|ATH338|129.128.23.140|dual-boot|Windows 10 + Ubuntu 16.04|regular|bulitko|bulitko|606167|Core i7 6900K @ 3.2 GHz, 128 GB RAM, 1 TB SSD + 500 GB SSD + 1 TB HDD, dual nVidia GTX Titan X||14255237P||NOP|active||||5||053479d7-0bee-4427-9772-a72b2dc6b886|
czar|GSB175|129.128.21.204|Linux|openSUSE 42.3|regular|IST|tst|554346|Dell R410||4R2WFN1||CLEAN|active||T|F14|3|SA1|f493641a-6a4b-4259-ae18-277878429aa7|TST managed server
dalmuir|CSC311|129.128.25.232|Linux|WPS Ubuntu 16.04|regular||mn|549770|Dell OptiPlex 990||5138JS1||CLEAN|active||||5||2d6f7449-1997-4b38-88cb-b7878693a817|
dapp1|GSB175|129.128.21.250|Linux|WPS Ubuntu 16.04|regular||drafiei|538422|Silicon Mechanics||SM45235||CLEAN|active|||F14|5|SRIT|9283c10e-f961-4426-a464-d95121f5ed7f|
dapp2|GSB175|129.128.21.251|Linux|WPS Ubuntu 16.04|regular||drafiei|538423|Silicon Mechanics||SM45232||CLEAN|active|||F14|5|SRIT|c0655bb5-152d-434b-ba15-d2ae21062438|
dapp3|GSB175|129.128.21.252|Linux|WPS Ubuntu 16.04|regular||drafiei|538424|Silicon Mechanics||SM45233||CLEAN|active|||F14|5|SRIT|338064b1-9202-437f-a003-9eae24e99730|
dapp4|GSB175|129.128.21.253|Linux|WPS Ubuntu 16.04|regular||drafiei|538425|Silicon Mechanics||SM45234||CLEAN|active|||F14|5|SRIT|0a7542ee-8ba0-48be-bfe3-2186b022e883|
darwell|CSC311|129.128.25.231|Linux|WPS Ubuntu 16.04|regular||mn|549709|Dell OptiPlex 990||5174JS1||CLEAN|active||||5||c3701748-ae4d-4da4-9246-a5310fc2e704|
dc-ah126|ATH126|129.128.22.251|||network||steve||Dell 3348||d68S741||CLEAN|missing||||5||09f08006-3409-402e-bb6c-4f7085624158|Switch
dc-ah224|ATH224A|129.128.22.247|||network||steve||Dell 3324||HN424??||CLEAN|missing||||5||59429927-8ec2-4f3e-9221-f9748578afbe|Switch
dc-ah326|ATH326|129.128.22.248|||network||steve||Dell 3348||HN424??||CLEAN|missing||||5||ad9c1a40-9400-4113-87a1-aedf7a820f35|Switch
dc-cs263|CSC263|129.128.22.252|||network||steve||Dell 3348||7741451||CLEAN|missing||||5||c8bd4a5f-c028-42c0-920f-fe2d9342067b|Switch
dc-cs361|CSC361|129.128.22.249|||network||steve|482833|Dell 3348||HN42451||CLEAN|missing||||5||df5b0bdb-a698-4140-91ae-714ca11da8df|Switch
deadwood|GSB175|129.128.21.12|Linux|openSUSE 42.3|regular|dept|tst|538411|Dell PE 2950(3)||G1NKXF1||CLEAN|active||T|T27|5|SA1|47f212df-eddf-40b7-beb1-14c1d8acefad|
debolt|CSC311|129.128.25.236|Linux|WPS Ubuntu 16.04|regular||mn|549760|Dell OptiPlex 990||5108JS1||CLEAN|active||||5||6f2be75f-fb6b-4bfb-a359-34d2f7dbac59|
deer-mtn|CSC311|129.128.25.61|Linux|WPS Ubuntu 16.04|regular||mn|549764|Dell OptiPlex 990||50Z1JS1||CLEAN|active||||5||80d524ca-f7cf-4a9f-a132-7f0cacecacae|
delia|CSC311|129.128.159.209|Linux|Ubuntu 18.04|regular||mn|no-tag|Asus i9-9900K - 32Gb||190347275200427||CLEAN|active||||5||a811ae1a-d2ef-4e3a-8d8a-9b374c3e60db|
demay-lk|CSC311|129.128.25.47|Linux|WPS Ubuntu 16.04|regular||joerg|549706|Dell OptiPlex 990||5168JS1||CLEAN|active||||5||c9c49545-bf83-4cb0-91a3-aaba2d4b81f4|
denard|CSC311|129.128.184.18|Windows|10|regular||joerg,mario|586172|Dell Vostro 470 i7-3770, 32 GB RAM, 256 GB SSD + 500 GB HDD||8PVRNW1||CLEAN|active||||5||f564fb01-4cf5-4728-bfc1-6b5bc710bd13|
denilson-time-capsule|ATH451|129.128.4.26|||unknown||denilson||Time Capsule||||NOP|active||||5||167b522a-1d86-4c6f-b86b-1f9e158cab7a|
derwent|ATH430|129.128.25.213|Linux|WPS Ubuntu 16.04|regular||mn|537357|Opti/E8400-4096||85J2KH1||CLEAN|retired||||5||23527463-e9de-463b-8493-07f40d953194|Moved to surplus
desktop-uou9u44|ATH411|129.128.4.93|Windows|10 Edu|regular|pierreb|pierreb||||||CLEAN|active||||5||6ce86c26-f7f4-4e80-bd6a-e5bf0b297b26|
devenish|CSC311|129.128.25.233|Linux|WPS Ubuntu 16.04|regular||mn|549751|Dell OptiPlex 990||5115JS1||CLEAN|active||||5||4e890036-edca-4b60-9a80-0e968096ee67|
dev-stage2|IST VM|129.128.21.19|Linux|Ubuntu 16.04|virtual||gordon|NA|||||CLEAN|active||||5|SA1|fb10338c-a1d6-4ab1-b74b-8cdc3bd00318|webapps development box 2
dev-stage|IST VM|129.128.21.16|Linux|Ubuntu 16.04|virtual||gordon|NA|||||CLEAN|active||||5|SA1|a8e704c8-2bf5-4280-9156-d1d6c7617afd|webapps development box
didsbury-v|ATH436|129.128.4.244|||virtual|drafiei|drafiei||P4/3GHz-1024||KCTD62G||DIRTY|missing||||5||6266805a-c420-43e8-9b3b-01ac3dc89277|
didsbury|ATH436|129.128.4.234|Linux|WPS Ubuntu 16.04|regular|drafiei|drafiei|549773|Dell OptiPlex 990||50YFJS1||CLEAN|active||||5||ed17c40b-79e7-4126-b53b-5e8d662c5532|
dillberry|CSC323?|129.128.25.198|||regular||||E8500/3.2GHz-4096||FH5F5J1||DIRTY|missing||||5||30199521-c9be-45d7-8468-24178164d417|
diotima|ATH452|129.128.184.19|MacOS|10.6.4|wildwest|legilmou|stroulia||MacMini Exxxx/2.26-4096||YM00265R9G5||CLEAN|active||||5||2e98f907-4d65-451d-8fc8-d7e4b5fc3f31|User administered, Static IP, port tr 3-26 c106  legilmou
discovery|CSC205||dual-boot|Windows 10 Edu & Ubuntu 16.04|regular||hasell,zaiane|no-tag|Dell XPS 9100, Core i7 960 @ 3.2 GHz, 12 GB RAM, 1 TB HDD||DNTX0R1||CLEAN|active||||5||9f5cc10a-676b-4bd8-864e-ab93db06dd8d|On NAT
donalda|CSC311|129.128.25.202|Linux|WPS Ubuntu 16.04|regular||mn|537353|Dell OptiPlex 990||50Y4JS1||CLEAN|active||||5||65921e74-5c46-4520-9979-2e4f43553c53|
donnelly|CSC311|129.128.25.94|Linux|WPS Ubuntu 16.04|regular||mn|549767|Dell OptiPlex 990||50Z4JS1||CLEAN|active||||5||5c3506c4-1c56-4971-a217-17ae25de4bb8|
dorscheid|CSC205|129.128.23.36|Linux|Ubuntu|regular||hasell,zaiane||Core2/6600/2.4-2048||14027046P2||NOP|missing||||5||70bebbda-b2cc-4b1a-ba90-07c8205eeac6|On NAT
drayton||129.128.25.62|Linux|RHEL Server 5.11|regular||drafiei||4xOpteron8378/2.4GHz-65536||SM45228||CLEAN|missing|||A|5|SRIT|e225309b-7434-4a96-b14b-28837bb4a6c9|RHN# 1018245296
drdc-edge|ATH327|129.128.184.95|||regular|jgrant2|dwishart||||||NOP|active||||5||a1665393-dea5-44ac-b5f9-a826be4c6ef1|
driftpile|ESQL137|129.128.21.72|Linux|openSUSE 42.3|regular|dept|tst|529108|Dell PE 2950(3)||1P9ZMF1||CLEAN|active||T|12|5|SA1|2e044dbf-5721-4891-b448-4477ac4e250e|
dunvegan|CSC311|129.128.25.229|Linux|WPS Ubuntu 16.04|regular||mn|no-tag|Dell OptiPlex 990||5105JS1||CLEAN|active||||5||98759054-3502-464a-ba26-39cb93ff1a27|
duvernay|ATH430|129.128.25.217|Linux|NOP|regular||mn,yannis|no-tag|Opti/E8400-4096||1NTPWH1||CLEAN|retired||||5||7d243158-d7b4-40e7-9845-2f7536a0c92d|Surplussed INC0105719
e5-gpu-server|CSC351|129.128.184.98|Linux|Ubuntu 16.04|regular|nray1|nray1|no-tag|Custom Build||||NOP|active|OK|||5||849617df-e362-48d1-88a0-e98fa8f3aeb1|
edberg|ATH237|129.128.16.166|Windows|XP Pro|regular||dept,cwhelan||Dell OptiPlex 755:Core2/2.66-2048||ACS04834||CLEAN|active||||5||606bc7c2-0dc1-46fb-8c34-89b9ddc7d010|
edwand|CSC205|129.128.23.76|Linux|Ubuntu 14.04|regular||hasell,zaiane|543396|Q9400/2.66-8192||BFS5WK1||CLEAN|off||||5||6307c1a0-2b50-454d-8036-7f7ecfd89aa5|last seen disconnected and sitting on a desk
egremont|CSC363A?|129.128.25.103|||regular||anup||Thinkpad/Cel1133-248||AK-VAH2N||NOP|missing||||5||de388e09-f1f0-459a-9b8d-7e096844e8ca|On NAT
elkisland|czar|129.128.21.238|Linux|Slackware 15.0-current|virtual|dept|johnb||VM||||CLEAN|active|NO|U||5|SRIT|d3b0bd99-e2e3-41b3-9778-09b3746ddda2|rescue development VM
elkpoint|czar|129.128.21.240|Linux|Slackware 14.2|virtual|dept|jmartin||VM||||CLEAN|active|NO|U||5|SA1|8b2de515-1a77-4ce3-81f1-41ee6b3c1a7f|rescue development VM
ellis-rv|CSC205|129.128.184.26|Linux|Debian|regular||greiner,zaiane|586996|Dell XPS 8500, i7-3770, 12 GB RAM||G3LY5V1||NOP|missing||||5||1e13540c-d757-4938-b658-e982f346f63a|
ellscott|CSC251|129.128.23.40|Linux|WPS Ubuntu 16.04|regular||paullu|549774|Dell OptiPlex 990||5147JS1||CLEAN|active||||5||06065610-0bcb-4e1b-b5e7-4b630793b11a|
endiang|CSC205|129.128.23.45|Windows|7|regular||hasell,zaiane|543294|Q9400/2.66-8192||CFS5WK1||CLEAN|active|OK|||5||9544af3c-ba9b-4fd0-832b-03af3a2b3430|
entwhistle|ATH353|129.128.4.16|Windows|XP Pro 5.1.2600|regular|ghlin|ghlin|467917|AMD/MP2600-2048||ACS4304||CLEAN|active|OK|||5||6dcbd768-afe5-48f0-88f5-d21f6de623ec|
esther|CSC305|129.128.23.150|MacOS|10.2|regular||sutton|460914|PowerMac G5/1.8GHz-512||XB3410BFNVS||NA|retired||||5||dc03c28f-8a5b-447d-8425-7afb646f364a|Retired sitting in the lab but will not be reconnected
ethnopred|||Linux|RHEL Server 5.8|virtual||hajiloo,greiner|NA|||||CLEAN|off||T||5|SRIT|41759e30-0f9c-4ab0-a454-9d7f4ded41af|SN CHG0027988
eureka-new|CSC137|129.128.22.42|Linux|Ubuntu 18.04 Server|regular|dept|tst||Xeon E5430QC/2.66G-20480 SuperMicro X7DBR-8+/X7DBR-I+||SM39131||CLEAN|active||||5|SRIT|c01bf0da-0f4a-4a2a-bf53-76d16645c279|temporary head node for eureka
